content,score,label
"Udah gak jelas saya mau bayar tagihan masa semua fitur pembayaran gak bisa , di telp costumer service 188 penanganan LAMBAT , saya ini mau bayar tagihan loh kok dipersulit , kapok gak akan pakai indihome lagi PAYAHHHH",1,0
"Ribet,mau restart modem aja perlu verifikasi ktp, untuk sesi login pun tidak efisien, aplikasi sangat lelet, kenapa tidak buat pin saja, tidak perlu minta data sensitif, wajar kalau bank mobile, seperti sampah aja si ini aplikasi, jd mainan anak magang",1,0
Bagus,5,1
Buat ganti pw nya ajaaa kg bisa wkwkw langsung ke pihak indihome nya slow respon wkwkwk,2,0
Aplikasi ngga guna. Mau klaim point eksekutif lounge blue sky ngga bisa. Sptnya ngga iklas nih....😡😡😡😡,1,0
"lu bisa gasi jaringan nya stabil trus, giliran jelek bisa sampe sebulan lebih, disini gua bayar bukan gratis bgst",1,0
lambat bayar diputus,5,0
Ccd lemot banget gajelas mau daftar paket ribet lewat aplikasi...,1,0
jelek gabisa dipakaiii,1,0
kenapa setiap saya coba login ke aplikasi ini selalu tidak bisa.padahal saya sudah berlanggan dan terdaftar.mohin diperbaikin secepatnya sistemnya,1,0
"Aplikasi sampah,,ketika buka halaman register langsung ngefreeze gak bisa di apa2in.,",1,0
mantap,5,1
Bagus stabil,5,1
ganguann terosss... lemotnya kebangetan. perbupan 250. dipake cuman 3 hp. buat chatingan doang. upp pengen berhenti langganann...,1,0
Applikasi bumn busuk lelet lemot banget payah ga kaya applikasi bumn lainnya payah....,2,0
Bukan kaleng kaleng,5,1
Sudah berlangganan selama 3 tahun tidak ada masalah.,5,1
"good service and good attitude to teknisi, thanks",5,1
layanan super cepat,5,1
pelayanan jelek. waktu masang getol. giliran lemot kaga respon. haha,1,0
Ok,5,1
Lemot banget si clouse sendiri Tidur ini IT nya Ngak di benerin Baru juga update,1,0
Masih ada beberapa bug yang perlu diperbaiki,4,0
"Susah buat masuk terus udah sya coba lebih dari 4 hari berturut"" Gmna nih dari pihak indihome tak ada tanggapan",1,0
"Aplikasi taik,mau buat laporan aja di persulit",1,0
Kalo ada gangguan.. Laporan kita ditanggapi dan terselesaikan dengan segera.. Terima kasih banyak,5,1
Jarang terjadi gangguan,5,1
Buruk minta verifikasi email aja sering force close,1,0
Krennnn,5,1
Josss,5,1
ok,5,1
eror terus.mau tuker voucher undian aja eror terus,2,0
pelayanan sangat lambat,1,0
myIndiHome: Suka,5,1
Aplikasi tolol,1,0
Lumayan la,5,1
"Kalo ganiat buat aplikasi gausah buat !!! Buka beranda aja gak bisa, mau memudahkan ato menyulitkan ? Gak jauh beda sama MyTlmksl !!!!! BUMN kok seburuk ini",1,0
"Abis update malah ga bisa dibuka, close sendiri terus , mana router lagi loss",1,0
Bagus,5,1
The best internet provider ... good give us bonus for our comittmen ..,4,1
ga bisa masuk,1,0
"Semenjak make paket jitu100 mb, semua serba hancur, browsing buffering, nonton video Ada buffering, internet mati sendiri, nanya solusi malah jawaban gaje smua.",1,0
Sy sangat puas skli mksih indihome,5,1
Keren semoga makin banyak bonus dan promo,5,1
Masalah sudah terselesaikan setelah komplain lewat WhatsApp. Cs cepat tanggap dan responsif 👍🏼,5,1
Erorrr mlulu... Harappp di perhatikan to min2,1,0
"Laporan gagal terus. Lewat myindihome ngga ada pengaduan jaringan. Adanya aduan administrasi saja. Laporan lewat 188 sudah berkali2 gagal. Mau bicara dg petugas, sampai 3 menit ngga ada yg angkat",1,0
Aplikasi jualan internet tapi aplikasinya berat dan lemot...😅,1,0
Internet bisa digunakan dirumah bersama keluarga,4,1
aku suka Indihome,5,1
Like it,4,1
Pasang baru 30 mbps sya test dgn speed test dan itu sudah dapet 2 perangkat tersambung dri routernya 4G dan 5G dan biar da fup yah di pakai sewajarnya aja bsa dan stabil pula dan teknisi jga telaten di cek apakah sudah sesyai speednya bru du test dan kta teknisi dpet 2 bln perbaikan dari teknisinya overall smpe skng tgl 11 novmber 2023 lncr intinya kalau psng routr disesuikn dgn kebtuhan dan tmpt routr jgn trllu jauh,5,1
"SAMPAH,NGELAG BANGET GA WORTH IT BUAT BERLANGGANAN TELAT BAYAR CEPET DI TAGIH SAMPE DI TELPONIN GILIRAN MASALAH KONEKSI DAN SINYAL CUMA SURUH RESTART MODEM ( INDIHOME SAMPAH ) MENDING LU GULUNG TIKAR AJA GA GUNA GA BAKAL GW BERLANGGANAN LAGI MENDING JUAL ROUTER NYA BIAR BALIK MODAL HUKUM NYA NAJIS BERLANGGANAN INDIHOMO DONGO",1,0
My indihomenya tidak terbaca profil sedangkan profil sudah di lengkapi tapi masih blom terbaca lebgkap apa bisa di bantu tindak lanjut dari kendala penggunaannya terimakasih 🙏🙏🙏,3,0
Pelayanan buruk.pengaduan tidak ada tindak lanjut.dr tgl 21 desember 2023 buat permohonan mutasi hingga saat ini tgl 8 januari 2024 tidak ada tindak lanjut dari penyedia layanan indihome,1,0
Makin bagus,5,1
"jujur ini pertama kali sya kasih ulasan jelek ke aplikasi, krn memang faktanya jelek.... 1. aplikasi berat 2. bnyak bug 3. sering loadingnya drpd lancarnya 4. pindah hp mau login ulang tdk bs, selalu bermslh, tnya customercare g nemu solusi kalau ditulis semua mungkin 5 - 50 penilaian lagi",1,0
LEMOT,1,0
"Respon cepat, teknisi ramah, makasih 👍",5,1
Internet stabil,4,1
"Lemot, tidak bermanfaat",1,0
Sangat membantu dan memudahkan untuk mengetahui informasi.,5,1
"App tidak bisa login, setelah update malah tidak bisa login. Sudah pakai beberapa device handphone, tetap tidak bisa. Hadeeeuuuhhh aplikasi apaaaa iniiii",1,0
Bagus 👍,4,1
The best,5,1
Semoga tidak seding terjadi gangguan,5,1
ampass,1,0
"Mantap,mudah dan cepat",5,1
Pelayanan cukup cepat dan ramah,5,1
Ok banget,5,1
"Parah sekali apk nya,, banyak erorr",1,0
Pelayanan bagus,5,1
Lumayan,5,1
Tq indiehome.,5,1
Oke,5,1
Okok,5,1
Mantap,5,1
Indihome internetku,5,1
Layanan bagus kalau terjadi masalah selalu diinformasikan ke pelanggan,5,1
"Stabil, dan dukungan layanan bagus kalau ada masalah koneksi internet.",5,1
Kecepatan sesuai paket dan stabil,5,1
Mau restart modem gak respon saat di pilih. Loading terus waktu cek alamat profil. Mau berhenti sementara juga tidak ada pilihannya di app.,1,0
"Update terbaru my indihome, appnya kok semakin lemot yaa",3,0
internet cepat,5,1
"Makasih, bonus nya Hotstar+ 1bulan, buat tahun baruan, salam pelanggan setia",5,1
Aplikasi perusahaan besar tapi BOSOK!!! NGELAG PARAH,1,0
"Aplikasi banyak bug nya, gembel! Gak berguna aplikasinya! Gimana mau dekat sama pelanggan, sering gangguan, mahal, JANGAN MAU PAKAI INDIHOME, MENDING WIFI LAIN!",1,0
Stabil,4,1
Layanan myIndiHome sangat memuaskan,5,1
blm beroperasi dgn baikk,1,0
"Aplikasi ini parah bangett, saya punya poin banyak mau di tukar program undian gak bisa2, error melulu... Percuma bikin program undian tapi gak bisa di ikuti. PERBAIKI APLIKASINYA....!!!",1,0
Mantapp,5,1
"Kenapa yh tidak bisa melapor ganguan IndiHome saya, selalu ada notif area sedang mengalami gangguan masal tapi samping rumah saya pada bagus",1,0
"paket berlangganan saya dengan kecepatan 30 mbps, tapi diturunkan Telkom sampai 10mbps tanpa pemberitahuan kepada konsumen, sedangkan pembayaran tagihan dengan 30 mbps",1,0
"Luar biasa aplikasi myindihome,semua informasi mulai tagihan,riwayat pembayaran,bantuan CS sampai batas fup pun tertera di aplikasi my indihome serta sangat mambantu saya untuk mengontrol pemakain,serta banyak sekali menu pilihan yang ditawarkan di aplikasi myindihome ...bravo indihome...terimakasih sudah memberikan layanan terbaik kepada konsumen indihome. TAPI akhir2 ini aplikasi sering keluar sendiri tuksr poin tidak bisa dilihat pounpun hilang...kecewa kecewa",5,1
Baik sekali,5,1
Parah...susah benar nukarkn poin festival......kayak ga niat adakan undian......pelanggan malah susah nukarkan undian Jujur...ini aplikasi plg lemot dlm penukaran poin....,1,0
layanan bagus,5,1
mau login aja ngelagnya minta ampun,2,0
gak bisa login,1,0
pembayaran erorr,5,0
Aplikasi rusak. Tidak bisa login.,1,0
jarang terjadi gangguan dan kemudahan untuk upgred,5,1
"Saya sudah bayar wifi nya mengunakan link aja transaksi berhasil tapi malah masih ter isolir wifi saya, nge wa dm ig, nge email, nge dm fb ga di bales bales. 342 itu ga kecil.",1,0
luar biasa kencang sinyalnya,5,1
Bagus,5,1
Parah apk ini ga bisa masuk loading terus.,1,0
Gak tau knp sekarang gk bisa diakses selalu keluar gk bisa kebuka aplikasinya. Pengembang mohon dicek,2,0
"1. Aplikasinya sangat lama ketika dibuka, lebih lama dibanding game pubg/ff. 2. Selalu muncul tulisan ""sedang melakukan peningkatan layanan"" ketika melaporkan gangguan.",1,0
Internet stabil dan layanan mantap,5,1
"Pada dasarnya sangat membantu, hanya terkadang tidak segera terbuka,..",5,1
Laporan ke CS langsng di tanggapi. Keren 👍👍,5,1
Untuk ini hari...poin festival tidak muncul stlh di klik malah kosong padahal poin saya msh byk...kecewa berat..padahal lg semangat2nya mau tukar poin lg. Seolah2 utk penukaran poinnya dibatasi.apakah ada permainan!!!,1,0
kenapa indihom tv tidak bisa di gunakan,1,0
"Harusnya playstore buat bitang 0 buat kasi app ini, sangat bkn emosi, blm lagi jaringannya yg sering skli down",1,0
Mantap,5,1
Layanan stabil dan okk,4,1
Merchandise selalu kosong,1,0
Tolong teknisi jangan sepihak konfirmasi sudah melayani padahal belum ada sama sekali datang kerumah,1,0
mantap,5,1
"Aplikasi sebelum di update kalau ada masalah sama jaringan bisa pengajuan layanan, sekarang mala disuruh restart modem mulu , kapan kelar nya masalahnya, kalau direstart tetep gitu"" aja gk ada perubahan",3,0
Top,5,1
saya merasakan ketika menggunakan apk my indihome ini saya sangat terbantu karna fitur fitur yang ada,5,1
Oke,5,1
Sangat cocok untuk saya,5,1
jaringan dimerauke tingal gangguan ulang2.. tidak ad upaya menjadi lebih baik.. jatuh dikesalhan yang sama terus.. telkom menyedihkan,1,0
Sangat hemat,5,1
lelet tros jaringan kau jing,1,0
"Lelet, lemot, gangguan terus, susah login!!!!",1,0
"Setiap mau buat laporan pengaduan pasti enggak bisa. Di suruh pilih masalah nya pilihannya enggak muncul, kalau pun pas muncul enggak bisa di tekan pilihan lanjut nya. padahal saya sampai pake inter data pribadi dan digunakan untuk lainnya internet saya cek, lancar, namun setiap mau buat laporan ada aja enggak bisanya",1,0
pembayaran pakai kartu kredit gak bisa,1,0
Good,5,1
mau buka isolir tapi menu pengaduan layanan gak ada. malah ada nya menu Grapari terdekat.,1,0
aplikasi kok loading terus cuma makan kuota kasih solusi juga nggak,2,0
Ayo Berlangganan Ke Indihome.Selain Internetnya Stabil Petugasnya Juga Ramah-Ramah. Gazz,5,1
Aplikasi ini klau di buka lemot banget,1,0
Tidak bisa login.. Alasan peningkatan.. Padahal udah berbulan2,1,0
Sekarang tanggal 24 nov 2023 Aplikasi ini nggak bisa di buka,1,0
Pelayanan Sangat baik,4,1
Mantapp,5,1
Mantappp,5,1
Nice,5,1
Lemot,1,0
Performa aplikasi sangat buruk,1,0
Good,5,1
Tanggapan lambat tidak ada aplikasi yg menghubungkan chat langsung dengan customer service,1,0
"Jika Indihome lancar dan harga cukup terjangkau, peminat pasti banyak",4,1
Membantu dalam pelayanan yang lebih baik,5,1
Jaringannya sering tdk stabil skrg2 ini,3,0
Ini aplikasi resmi apa tidak sih... Sy sudah bayar via Dana dan sudah berhasil. Eh... Di aplikasi ini malah belum terbayar.,2,0
Bagus,5,1
Aplikasi gk berguna 2024 masih aja lelet. Sampah,1,0
"Harga mahal,kualitas murah itulah Indihome jelek jaringan dimanaa sajaa",1,0
Memang Indihome adalah yg terbaik.,5,1
ok,5,1
Nyaman UI nya,5,1
"Kacau setelah di update,loading teruss,sudah masuk malah keluar sendiri,",1,0
apk ny lemot sekali,3,0
"Saya di telpon berulang2 di tawari pasang Indihome, saya oke in regristasi data dan lain2 bela2in pulang kerja cepat karna KTP di rumah,...terdaftar tgl 17 Desember rencana pasang Senin, tgl 18 desember,..eh di tunggui 2 hari rela ijin kerja malah gak datang2, nelpon gak,..apa gak,...sampai tgl 4 januari baru diinfo jaringan kabel penuh..itu maksudnya apa..?..apa regristasi hanya untuk ngumpulin data org2...?",1,0
Kekurangannya pas ketika pemadaman lampu. Bayarannya tetap,5,0
"Setelah update malah ada bug, tidak bisa dibuka. Segera perbaiki!!",1,0
"Mentang² ada promo akhir tahun PSB teknisi bilang box di tiang penuh giliran abis tahun baru di mau ngerjain pas promonya habis, Tolong teknisi seperti itu di kasih SP. saya juga gak mungkin g ngasih uang jalan ke dia saya juga ngerti, Tapi caranya dia pengen dapet gede.",1,0
Josss,5,1
Tingkatkan pelayanan yg lebih baik lagi,5,1
Mudah digunakan..stabil,5,1
Good,5,1
Hampir ga pernah error,5,1
Mantap,5,1
jaringan suka terganggu,4,0
Sangat membantu,4,1
tiap mau masuk disuruh tarik layar kebawah. tolong diperbaiki saya tidak bisa akses akun indihome saya.,1,0
Dengan aplikasi ini bisa mengontrol penggunaan bandwidth internet bulanan,5,1
Saya pakai buat wifi dan hotspot di tempat usaha saya dan sampai saat ini masalah penyelesaian masalah cepat di atasi dan stabil dalam pemakaian.,5,1
"Ribet sering wajib ganti kata sandi, malah rawan lupa karna keseringan ganti",1,0
jaman sekarang utk keperluan internet sdh wajib,5,1
"Cepat, Aman, Terpercaya",5,1
Mantab,5,1
Sejauh ini mantap..tpi buka aplikasinya agak lemot..,5,1
Internetnya stabil,5,1
"Aplikasi tidak berguna,lemot,mo ganti kata sandi aja g bisa 😡👎. Percuma,anda itu robot yg membalas komentar kami dan anda tidak akan berfikir memperbaiki kinerja aplikasi Indihome anda 👎👎",1,0
Puas dengan layanan IndiHome jika ada kendala selalu cepat dalam penanganannya,5,1
"Aplikasi ini bagus untuk pelanggan IndiHome,bisa ganti sandi lewat aplikasi kasih ini dengan mudah,juga banyak pelayanan lain bagi pelanggan IndiHome!",5,1
Layanan IndiHome sudah semakin baik. Penanganan gangguannya cepat dan responshipnya bagus. Terimakasih.,5,1
"ˢᵉᵏᵃʳᵃⁿᵍ ᵇᵃᵍᵘˢ ˡᵃʸᵃⁿᵃⁿⁿʸᵃ ᴬᵖᵃˡᵃᵍⁱ ᵏᵃˡᵃᵘ ᵈⁱᵏᵘʳᵃⁿᵍⁱ ᵘᵏᵘʳᵃⁿⁿʸᵃ, ᵈᵃⁿ ᵐᵉⁿʲᵃᵈⁱ ʳⁱⁿᵍᵃⁿ ᵈⁱ ʰᵃⁿᵈˢᵉᵗ ‎ok",5,1
makin aneh nih indihome tidak bisa konfigurasi..via ip..jadi pengguna tidak bisa pripasi di konfigurasi layanan nya pun tidak berfungsi dan terkesan lamban...,1,0
Memudahkan informasi,5,1
Ka kenapa pengaduan d aplikasinya ga bisa masuk muncul sedang ada perbaikan padahal saya blm ada perbaikan baru mau melaporkan keluhan,3,0
"Aplikasi yang sangat membantu, simple dan fitur lengkap",5,1
Tidak bisa dibuka,1,0
Mudah digunakan,5,1
Mantap apk,5,1
jaringan kadang masih lemot,4,0
"Aplikasi sampah, habis update bukannya makin bagus, malah makin gajelas",1,0
"mohon diperbaiki aplikasinya, sering bngt lelet ketika masuk, tambahkan metode pembayaran lainnya juga",2,0
Mantap,5,1
Sdh yg ke dua x utk pasang pelayanan cepat dan smpai saat ini tidak ada gangguan internet lancar,5,1
Mantap,5,1
Updatenya terlalu banyak dan sering,1,0
Aplikasi Terbaik... Sangat Membantu...👍 Terima Kasih Myindihome...,5,1
IndiHome paling Baik,5,1
Sangat bagus pelayanannya dan cepat menyelesaikan keluhan pelanggan,5,1
Wifi ga jelas mati aja yg ngatur,1,0
Good job,5,1
Sangat rekomendetd,5,1
Bagus,5,1
"Lambat, gambarnya gak ada yang ke-load",1,0
Tidak bisa masuk ke aplikasi!!!!,1,0
Aplikasi apa ini tidak bisa menambahkan id IndiHome. Verifikasi KTP berhasil tapi gak muncul dan gak bisa diubah id nya. Merusak aja ni aplikasi,1,0
"Tolong lah aplikasinya dioptimalkan, loadingnya lama. Mau melakukan pembayaran saja susah nunggu loading, udah selesai loading malah gak muncul untuk pembayaran",1,0
"Mantap IndiHome, terima kasih atas kerjasamanya IndiHome memberikan kami kemudahan dlm memakai internet dgn lancar.",5,1
Baik,5,1
Cukup baik dan simple dalam pengoprasiannya.Mempermudah pelanggan utk menganti password dan mengetahui informasi lainya tentang pelayanan indihome,5,1
"Sangat memuaskan,",5,1
Responsip lah,5,1
"Semenjak dikelola telkomsel, layan my indihome makin bagus dan sat set gak ribet",5,1
"SERBA NGELAG DAN LAMBAT DIKIT"" NOT RESPONDING PADAHAL SPEK HP DEWA 8/256, DIMENSITY 920 5G",1,0
good 👍👍,5,1
mantab,5,1
"Apliaksi lemot sekali, selalu bilang peningkatan layanan, so 3 bulan sampai sekarang belum selesai peningkatan layanan.",1,0
Sempat kesulitan masuk dan sinkron. Lapor ke admin langsung ditanggapi dan sdh selesai permasalahan.,4,1
Lyanan cepat,5,1
"Apk buruk,lemot. Tggu kode qris saja lambat",1,0
Sama kayak layanannya,1,0
"Aplikasinya hanya dibuka pada saat mau bayar saja buat tau nomor wifi,, tapi logout terus, mau login lagi kagak bisa 🤦 Aplikasi BUMN loh ini, tapi kinerja nya buruk..",1,0
Sangat bagus dan cepat semuanya,5,1
Mantul,4,1
Mantabbbbb,5,1
"Aplikasi Kaga Berguna , Mau Bikin Laporan internet mati , Malah Di suruh ""menyelesaikan pemasangan paket Anda Terlebih dahulu"" , Udah jelas gua pake , Dan Gangguan Bikin emosi",3,0
"Dicoba dlu aplikasinya MyIndihome itu ajha Sipp""lah👍",4,1
Mantap,5,1
aplikasi cacat kebanyakan bug,1,0
Tidak bisa login,1,0
puas,5,1
"Saya beli paket combo sport Indihome tv tp channel-nya tdk bisa diputar. Parah banget. Giliran bayarnya cepat, pas channel-nya diputar tidak bisa. Sudah telpon call center sampe skrg tdk ada perbaikan. Kecewa skli dgn indihome",1,0
Jarang ada gangguan,5,1
"Sangat buruk, jauh dari yang dulu.",1,0
"Aplikasinya kurang responsif, lemot",3,0
Ok,4,1
"Tidak bisa mengajukan keluhan Loading teruss, tp keluhan tidak terkirim indikator LOS berwarna merah moden sudah direstart berulang-ulang Langganan udah bertahun-tahun Layanan masih seperti jaman orba Sampah",1,0
Okokok,5,1
Kecewa sekali sama IndiHome jaringannya ga perna bagus bayar nya mahal mahal tapi lelet nya ga ketolong gusti ampun telat sehari bayar uda didenda tapi giliran jaringan nya ga perna bagus selalu naik darah,1,0
"sangat puas, dengan layanan indihome",5,1
"versi baru banyak bug, aplikasi berjalan lambat",1,0
Sangat membantu,5,1
"Kenapa aplikasi my indihome sangat buruk, dan lemot untuk di buka, fitur yg sangat sedikit, tidak ada fitur hubungi CS, padahal perusahaan BUMN di bidang IT yg seharusnya mencerminkan, keunggulan di bidang IT.",1,0
"Menyebalkan... Logout sendiri, reset password, muncul pesan sdh pernah di gunakan, capek akhirnya uninstall saja",1,0
"Mohon perbaikan terhadap bug di aplikasi, agar lancar dalam penggunaan,error http 504 gateway",5,0
Top,5,1
udah bayar tapi kenapa keterangan nya belum terbayar,1,0
"Klo sudah tidak bisa kelola perusahaan mending tutup, jangan masyarakat jdi korban,, telat bayar di matikan,, cbak gangguan teknisi lama datang,, klo gangguang /jam si ok ok aj,, ini dri jam 3sore smpek jam 7 blum ada teknisi datang",1,0
Malah tidak bisa di buka,2,0
"jaringan ngelekk, main game online jdi ngelek""an, mikir lgii dehh yg mauu masang indihome asli bikin kesel jaringannya parah leg bgt. tolong diperbaiki jaringannya agar tidak ngelek main game online",1,0
"Untuk pihak Indihome tolong dong jaringan internetnya segera di perbaiki masa sudah berhari-hari gak bisa di pakai,,,kalo urusan pembayaran harus tepat waktu tapi waktu giliran error penanganannya lelet banget,,SANGAT KECEWA",3,0
Indihome jelek sekali pelayanan nya,1,0
Tagihan semakin naik biayanya,1,0
"Bagus,internet lancar program banyak",5,1
Sering buferring,4,0
Aplikasi bapuk,1,0
Tidak bisa di jalankan Force close mulu,1,0
