content,score,label,preprocessed_content,at,prediction,predicted_label
Bagus,5,1,bagus,10/11/2023,0.9971563,1
Lelet,1,0,lelet,19/02/2024,0.08640631,0
jaringan masih agak lemot,3,0,jaring masih agak lemot,19/01/2024,0.026827626,0
Ok,5,1,ok,23/09/2023,0.9959974,1
Tidak dapat mengaktifkan dan melanjutkan pembayaran SPEED ON DEMAND,1,0,tidak dapat aktif dan lanjut bayar speed on demand,08/01/2024,0.13440947,0
baru pasang 2 bulan udah eror 2 kali..pas lagi penting2 nya dipakai untuk kerja....masak dikit dikit harus panggil teknisi..apa apan ini,1,0,baru pasang bulan sudah eror kali pas lagi penting nya pakai untuk kerja masak dikit dikit harus panggil teknisi apa apan ini,06/12/2023,0.005779862,0
Good,5,1,good,22/11/2023,0.9959047,1
"Pada dasarnya sangat membantu, hanya terkadang tidak segera terbuka,..",5,1,pada dasar sangat bantu hanya terkadang tidak segera buka ,19/01/2024,0.8720861,1
Superr,4,1,super,10/10/2023,0.72329557,1
"Aplikasi setelah upgrade malah lemot, tapi sekarang mulai bagus",5,1,aplikasi telah upgrade malah lemot tapi sekarang mulai bagus,19/10/2023,0.013541593,0
force close terus... di-update bukannya tambah baik malah tambah buruk...,1,0,force close terus di update bukan tambah baik malah tambah buruk ,23/11/2023,0.000738652,0
sayangnya kalo bayar telat 1haripun itu kena denda sedangkan internet tetap dimatikan,4,0,sayang kalo bayar telat hari itu kena denda sedang internet tetap mati,28/11/2023,0.007499802,0
Internet stabil,5,1,internet stabil,07/10/2023,0.9948092,1
Saya pakai buat wifi dan hotspot di tempat usaha saya dan sampai saat ini masalah penyelesaian masalah cepat di atasi dan stabil dalam pemakaian.,5,1,saya pakai buat wifi dan hotspot di tempat usaha saya dan sampai saat ini masalah selesai masalah cepat di atas dan stabil dalam pakai ,15/11/2023,0.98405445,1
Baik,5,1,baik,04/10/2023,0.98237866,1
gak bisa d buka,1,0,enggak bisa di buka,25/11/2023,0.05579097,0
"Aplikasinya lumayan bagus dan cukup membantu,",5,1,aplikasi lumayan bagus dan cukup bantu ,09/11/2023,0.9962335,1
Pelayanan kepuasan jaringan disesuaikan dengan kecepatan yg ada,3,1,layan puas jaring sesuai dengan cepat yang ada,26/09/2023,0.9974509,1
Aplikasi yg sangat buruk,1,0,aplikasi yang sangat buruk,30/01/2024,0.012292423,0
Ok banget,4,1,ok banget,05/10/2023,0.99552363,1
"Pengaduan layanan nya selalu tidak bisa, uda seminggu alasannya lagi bermasalah aplikasinya",1,0,adu layan nya selalu tidak bisa sudah minggu alas lagi masalah aplikasi,25/09/2023,0.005799593,0
Responsip lah,5,1,responsip lah,13/12/2023,0.9884636,1
"Tolong dong kabel kabel yg di pinggir jalan dirapihin, ganggu pemandangan bgt, perusahaan bonafit tp jorok bgt kabelnya",1,0,tolong dong kabel kabel yang di pinggir jalan dirapihin ganggu pandang banget usaha bonafit tapi jorok banget kabel,09/11/2023,0.003229567,0
IndiHome,5,1,indihome,21/02/2024,0.9430503,1
The best,5,1,the best,17/01/2024,0.9982095,1
Top,5,1,top,21/02/2024,0.99201924,1
Biyar bintang 🌟 yang berbicara,5,1,biyar bintang yang bicara,07/10/2023,0.9495793,1
Tiap update langsung keluar akun otomatis. Poin saya hilang padahal jarang saya tukarkan.,3,0,tiap update langsung keluar akun otomatis poin saya hilang padahal jarang saya tukar ,14/11/2023,0.009853894,0
BEGITU SULIT PENGAJUAN PELANGGAN BARU INDIHOME 💩💩💩❌❌❌,1,0,begitu sulit aju langgan baru indihome ,06/10/2023,0.09504524,0
Aplikasi gblok..gk bisa di pake..jaringan lemot kyk taik. Auto pindah ke server lain,1,0,aplikasi gblok enggak bisa di pakai jaring lemot kayak tahi auto pindah ke server lain,15/01/2024,0.001239755,0
"Aplikasi loading lambat, BUMN kek gini, udah banyak review lambat tapi tdk ada perbaikan sama sekali, @eriktohir tolong d perbaiki.",2,0,aplikasi loading lambat bumn kayak begini sudah banyak review lambat tapi tidak ada baik sama sekali eriktohir tolong di baik ,26/11/2023,0.000432536,0
Update tanggal 10 November 2023 Force Closse sendiri di Redmi Note 12 Pro 5G. INDIHOME PAYAH PAYAH BODOH.,1,0,update tanggal november force closse sendiri di redmi note pro enggak indihome payah payah bodoh ,24/11/2023,0.00088473,0
"Perbaikan sistem nya cepat,,pelayanannya juga sangat baik,terimakasih🙏🙏",5,1,baik sistem nya cepat layan juga sangat baik terimakasih,24/01/2024,0.99240136,1
Malah tidak bisa di buka,2,0,malah tidak bisa di buka,23/11/2023,0.004295801,0
Mantab,5,1,mantab,13/11/2023,0.99525476,1
Tolong diperbaiki lagi aplikasi myindihome sering lelet banyak bug dan sering maintenance masa apps punya telkom sering Lelet.terimakasij,2,0,tolong baik lagi aplikasi myindihome sering lelet banyak bug dan sering maintenance masa apps punya telkom sering lelet terimakasij,07/11/2023,0.001089376,0
Internet lancar,5,1,internet lancar,07/12/2023,0.9965647,1
"Lanjutkan yg sdh baik, jangan buru-buru putus koneksi internet, kalau telat bayar tgl 20, kasih waktu beberapa hari internet tetap aktif",5,1,lanjut yang sudah baik jangan buru buru putus koneksi internet kalau telat bayar tanggal kasih waktu beberapa hari internet tetap aktif,04/11/2023,0.99499965,1
Ok,5,1,ok,05/01/2024,0.9959974,1
"mohon untuk memperhatikam loading yang lama dalam apk, namun sejauh ini pelayanan sangat baik dan cekatan, di bandingkan jaringan sebelah",5,1,mohon untuk memperhatikam loading yang lama dalam apk namun jauh ini layan sangat baik dan cekat di banding jaring belah,09/12/2023,0.26809248,0
ok,5,1,ok,16/10/2023,0.9959974,1
aplikasi sering rusakkk,1,0,aplikasi sering rusak,05/11/2023,0.008439005,0
"Aplikasi ini sangat membantu. Dua kali terjadi kendala, tapi langsung dapat penanganan yg cepat. Good.",5,1,aplikasi ini sangat bantu dua kali jadi kendala tapi langsung dapat tangan yang cepat good ,23/01/2024,0.9837331,1
"Aplikasi gk berguna. Untuk masuk z gk bisa, g mana mau buat keluhan dll",1,0,aplikasi enggak guna untuk masuk saja enggak bisa enggak mana mau buat keluh dl,05/10/2023,0.001941994,0
"Semenjak ganti pemilik, my Indihome saya gak bisa masuk",1,0,semenjak ganti milik my indihome saya enggak bisa masuk,19/11/2023,0.0608712,0
Good,5,1,good,10/10/2023,0.9959047,1
"Pengguna lama Indihome nih, min poin indihome sering gak di gunain.. Mending ada in tuker buat potongan diskon tagihan, cuman saran aja pasti banyak juga poin indihome nya tidak di gunain🙏",5,0,guna lama indihome nih min poin indihome sering enggak di gunain mending ada ini tuker buat potong diskon tagih cuman saran saja pasti banyak juga poin indihome nya tidak di gunain,22/09/2023,0.002488695,0
Mantap,5,1,mantap,07/01/2024,0.9967573,1
"Logout sendiri ga jelas, giliran login lagi kadang buffring terus",1,0,logout sendiri enggak jelas gilir login lagi kadang buffring terus,19/02/2024,0.000999018,0
Nice,5,1,nice,24/01/2024,0.9951736,1
APLIKASI SERING NGEBLANK!,1,0,aplikasi sering ngeblank ,29/12/2023,0.022794962,0
Layananan Indihome sangat memuaskan,5,1,layananan indihome sangat muas,25/09/2023,0.99531496,1
Aplikasi ngga guna,1,0,aplikasi enggak guna,11/11/2023,0.1357249,0
Bagian tuker voucher sama poin ngebug. Koneksi gagal kadang keluar. Bisa aje ni aplikasi wkw jngan jngan gmw di tuker point y haa,1,0,bagi tuker voucher sama poin ngebug koneksi gagal kadang keluar bisa saja nih aplikasi wkw jangan jangan gmw di tuker point ya ha,15/11/2023,0.000808722,0
"lemot sekali aplikasinya, padahal pakai jaringannya indihome sendiri, di tambah kecepatan internetnya tidak stabil, kalah sama paket data",1,0,lemot sekali aplikasi padahal pakai jaring indihome sendiri di tambah cepat internetnya tidak stabil kalah sama paket data,31/10/2023,0.001829077,0
"Aplikasi gak jelas.....masuk saja gak bisa,niat buat aplikasi gak sih",1,0,aplikasi enggak jelas masuk saja enggak bisa niat buat aplikasi enggak sih,09/01/2024,0.001106797,0
Ribet sekali,2,0,ribet sekali,10/12/2023,0.32270348,0
Minimal ga dendalah udah lemot denda,1,0,minimal enggak denda sudah lemot denda,24/10/2023,0.003001153,0
Nice,5,1,nice,27/01/2024,0.9951736,1
Lemotnya kebangetan. Dan sering keluar aplikasi sendiri!!! Payaahhhh!!!,1,0,lot banget dan sering keluar aplikasi sendiri payaah ,11/11/2023,0.007468355,0
Bintang yg berbicara,5,1,bintang yang bicara,10/02/2024,0.9122581,1
Good,5,1,good,29/10/2023,0.9959047,1
Ini gimana aplikasinya? Setelah di perbarui malah gak bisa kebuka buka. Bagaimana pelanggan bisa tahu status fup dan lain-lainnya... Ayolah perbaiki dan beri kepuasan pelanggan.,1,0,ini bagaimana aplikasi telah di baru malah enggak bisa buka buka bagaimana langgan bisa tahu status fup dan lain lain ayo baik dan beri puas langgan ,23/11/2023,0.003297847,0
"jaringan stabil, pelayanan pengajuan aduan cepat",5,1,jaring stabil layan aju adu cepat,19/11/2023,0.95686555,1
Indihome yg terhormat tolong di perbaiki lagi internetnya.. bayar mahal2 tgl 20 udah leled internetnya,2,0,indihome yang hormat tolong di baik lagi internetnya bayar mahal tanggal sudah leled internetnya,17/11/2023,0.02080984,0
ngotak dikit lah kalo malam sering lag apa coba,1,0,ngotak dikit lah kalo malam sering lag apa coba,17/12/2023,0.012146912,0
"Tiap kali mau login maintenance mulu, gk bisa login",1,0,tiap kali mau login maintenance mulu enggak bisa login,29/11/2023,0.00050162,0
Sedang melakukan peningkatan layanan terusssssssssss mau masuk ga bisa2 dr bbrp bulan Ya Allah parahhhhhhhhhh,1,0,sedang laku tingkat layan terus mau masuk enggak bisa dari beberapa bulan ya allah parah,30/10/2023,0.001508175,0
Gampang ganti password,5,1,gampang ganti password,25/10/2023,0.9493129,1
Halaman tidak muncul ketika tukar poin. Sengaja ya?,1,0,halaman tidak muncul ketika tukar poin sengaja ya ,15/12/2023,0.002455798,0
Respon cepat taratasi,5,1,respon cepat taratasi,31/01/2024,0.99145985,1
Terbaik,5,1,baik,20/11/2023,0.98237866,1
Bagus sekali,5,1,bagus sekali,09/10/2023,0.9906796,1
Sinyal sering ilang. Kecewa,1,0,sinyal sering hilang kecewa,01/12/2023,0.003386803,0
Bagus jarang eror,5,1,bagus jarang eror,28/11/2023,0.9888095,1
APLIKASI GAGUNA,1,0,aplikasi gaguna,04/11/2023,0.106084414,0
Aplikasi yg sungguh berat yang beratnya tidak diketahui penyebabnya... Dan aplikasi satu2nya yg tidak bisa dibuka hanya sekali klik. Bahkan hampir tidak bisa dibuka...,1,0,aplikasi yang sungguh berat yang berat tidak tahu sebab dan aplikasi satu yang tidak bisa buka hanya sekali klik bahkan hampir tidak bisa buka ,08/01/2024,0.000976558,0
The best,5,1,the best,10/10/2023,0.9982095,1
Mantab,5,1,mantab,19/11/2023,0.99525476,1
Gak bisa masuk mulu,1,0,enggak bisa masuk mulu,23/10/2023,0.004303324,0
udah dua bulan wifinya ngeleg banget udah saya hubungin ke qall center masih aja ngeleg padahal sebelum 2 bulan ini masih lancar jaringan wifinya kalo tidak ada konfirmasinya lagi saya berhenti langanan di indihome,1,0,sudah dua bulan wifinya ngeleg banget sudah saya hubungin ke qal center masih saja ngeleg padahal belum bulan ini masih lancar jaring wifinya kalo tidak ada konfirmasi lagi saya henti langanan di indihome,27/10/2023,0.001038451,0
Oke,5,1,oke,05/10/2023,0.99427706,1
Mantul pokonya recomended,5,1,mantul pokok recomended,18/11/2023,0.9993835,1
Akun malah ke blokir pula,1,0,akun malah ke blokir pula,30/09/2023,0.037752725,0
Tetap Konsisten,5,1,tetap konsisten,20/10/2023,0.99451566,1
Ok,5,1,ok,20/01/2024,0.9959974,1
Bagus,5,1,bagus,19/12/2023,0.9971563,1
Tidak bisa login,1,0,tidak bisa login,31/01/2024,0.005405365,0
Terlalu sering bug,1,0,terlalu sering bug,20/11/2023,0.002756992,0
Nice app,5,1,nice ap,21/11/2023,0.9799049,1
lemot 🥲,3,0,lemot ,16/01/2024,0.061654147,0
Aplikasi ga guna..susah masuk... giliran masuk buka aplikasi lemot minta ampun..pake kuota baru lancar... Indihome makin parah..inet muter2 kayak orang bingung... bayaran ga pernah telat speed seperti dibatasi pihak Telkom...dah lah 3bulan kedepan masih begini ganti provider lain..lebih murah dan bermutu.. terimakasih untuk internet nya selama 2tahun ini...,1,0,aplikasi enggak guna susah masuk gilir masuk buka aplikasi lemot minta ampun pakai kuota baru lancar indihome makin parah inet muter kayak orang bingung bayar enggak pernah telat speed seperti batas pihak telkom deh lah bulan depan masih begini ganti provider lain lebih murah dan mutu terimakasih untuk internet nya lama tahun ini ,14/02/2024,0.000422496,0
Moga bermanfaat,5,1,moga manfaat,06/11/2023,0.9984756,1
"Dengan berat hati saya bilang kalau rugi total, aplikasi lemot jaringan apalagi lebih lemot, mahal lagi, servicenya juga lemot pokoknya aduh sampai Ndak bisa ngomong dah,",1,0,dengan berat hati saya bilang kalau rugi total aplikasi lemot jaring apalagi lebih lemot mahal lagi servicenya juga lemot pokok aduh sampai indak bisa omong deh ,07/11/2023,0.00099544,0
Penanganannya cepat,5,1,tangan cepat,29/01/2024,0.99527764,1
Tks Indihome be my partner,5,1,tks indihome be my partner,07/11/2023,0.9924828,1
Oke,5,1,oke,05/11/2023,0.99427706,1
Ok,5,1,ok,15/12/2023,0.9959974,1
Cukup stabil dan cepat,5,1,cukup stabil dan cepat,24/10/2023,0.9987653,1
"Aplikasi tidak responsif, bisa dibilang lemot parah🙏",1,0,aplikasi tidak responsif bisa bilang lemot parah,03/12/2023,0.000845951,0
susah masuk lagi aplikasi.,1,0,susah masuk lagi aplikasi ,19/02/2024,0.014452341,0
Bagus,5,1,bagus,20/12/2023,0.9971563,1
Kecewa,5,0,kecewa,25/10/2023,0.124616735,0
Aplikasi tdk bisa masuk,1,0,aplikasi tidak bisa masuk,08/01/2024,0.005874535,0
bagus dan stabil,5,1,bagus dan stabil,22/09/2023,0.9996985,1
Good,4,1,good,07/11/2023,0.9959047,1
Stabil. Konsisten,5,1,stabil konsisten,02/01/2024,0.9974682,1
"tidak bisa login. minta pembaharuan sandi, sudah dirubah tp ttep ada peringatan kata sandi sudah pernah digunakan, padahal sudah kucoba 10X sandi berbeda dr yg biasa sampai yg rumit. ini kalau update ga ada perubahan yg buat nyaman, ngapain sih lu pake update segala. bikin aplikasi yg simpel aja biar ga kebanyakan BUG.",1,0,tidak bisa login minta baharu sandi sudah rubah tapi tetap ada ingat kata sandi sudah pernah guna padahal sudah coba kali sandi beda dari yang biasa sampai yang rumit ini kalau update enggak ada ubah yang buat nyaman kapai sih lu pakai update segala bikin aplikasi yang simpel saja biar enggak banyak bug ,16/01/2024,0.002032859,0
Goooood,5,1,goooood,06/10/2023,0.9732455,1
mau login gangguannya terus,1,0,mau login ganggu terus,23/12/2023,0.004420462,0
"Pakai aolikasi myindihome sudah lebih dari 5 tahun, masih gitu gitu aja. Lemot, terlalu banyak bugs. Voucher merchant my indihome status sudah terpakai padahal baru di klaim. Penanganan tim CS ga nyambung.",1,0,pakai aolikasi myindihome sudah lebih dari tahun masih begitu begitu saja lemot terlalu banyak bugs voucher merchant my indihome status sudah pakai padahal baru di klaim tangan tim cs enggak sambung ,23/02/2024,0.009596065,0
Apk tidak membantu,1,0,apk tidak bantu,09/01/2024,0.22214487,0
Sipp pelayanan yang sangat cepat,5,1,sip layan yang sangat cepat,01/02/2024,0.9988675,1
Good,5,1,good,19/10/2023,0.9959047,1
Sangat membantu untuk pembayaran IndiHome,5,1,sangat bantu untuk bayar indihome,29/09/2023,0.9984313,1
Terlalu banyak fitur sehingga proses nya lama,2,0,terlalu banyak fitur sehingga proses nya lama,04/01/2024,0.10448894,0
Sipt,5,1,sipt,23/02/2024,0.9609777,1
Proses cepat ada promo juga terimakasih Indihome,5,1,proses cepat ada promo juga terimakasih indihome,14/12/2023,0.9987493,1
Mantab lancar,5,1,mantab lancar,16/01/2024,0.99937844,1
Internet stabil,5,1,internet stabil,06/12/2023,0.9948092,1
Indihome pelayanannya bagus.keluhan cepat ditanggapi,5,1,indihome layan bagus keluh cepat tanggap,21/02/2024,0.9982373,1
"Aplikasi perlu ditingkatkan, untuk proses penukaran voucher dari point' yang diperoleh saat lamban dan sering eror",3,0,aplikasi perlu tingkat untuk proses tukar voucher dari point yang oleh saat lamban dan sering eror,03/12/2023,0.006114822,0
Kenapa sih tiap mau akses menu tuh lemot banget.. heran..,1,0,kenapa sih tiap mau akses menu tuh lemot banget heran ,20/12/2023,0.001811698,0
Lemot banget ngga bisa masuk,1,0,lemot banget enggak bisa masuk,23/01/2024,0.004075459,0
"Ga membantu sama sekali, login susah, udah login lemot, parah dah",1,0,enggak bantu sama sekali login susah sudah login lemot parah deh,12/11/2023,0.000974172,0
Setelah update malah susah buat laporan gangguan internet percuma buat update aplikasi nya,1,0,telah update malah susah buat lapor ganggu internet percuma buat update aplikasi nya,02/12/2023,0.00598073,0
Ok stabil ditempat saya,5,1,ok stabil tempat saya,12/10/2023,0.99903107,1
"Aplikasi sering loading lama banget , error dan seperti aplikasi gagal saja myindihome ini. Tukar poin juga susah nya minta ampun. Pelanggan lama utk bulanan nya juga masih mahal , beda klo yg pasang baru malahan lebih murah. Aneeh indihome ini. Sebenarnya klo di desa sy ada provider lain mending pindah saja lah.",1,0,aplikasi sering loading lama banget error dan seperti aplikasi gagal saja myindihome ini tukar poin juga susah nya minta ampun langgan lama untuk bulan nya juga masih mahal beda kalo yang pasang baru malah lebih murah aneeh indihome ini benar kalo di desa saya ada provider lain mending pindah saja lah ,20/12/2023,0.000907552,0
"Aplikasi ga profesional, transaksi pembayaran tagihan via apk ini, transaksi berhasil saldo kesedot notif belum dibayarkan... Komplen berkali2 proses berhari2 hasil nol... Sangat dirugikan dengan aplikasi ini...",1,0,aplikasi enggak profesional transaksi bayar tagih via apk ini transaksi hasil saldo sedot notif belum bayar komplen kali proses hari hasil nol sangat rugi dengan aplikasi ini ,11/10/2023,0.001815413,0
jaringan kuat gk ada leletnya pokoknya gk nyesel pake ini,5,1,jaring kuat enggak ada lelet pokok enggak sesal pakai ini,05/02/2024,0.7757533,1
patut di acungi jempol👍👍👍,5,1,patut di acung jempol,19/02/2024,0.98933065,1
Sangat mudah untuk digunakan,5,1,sangat mudah untuk guna,25/12/2023,0.9986942,1
Matap,5,1,matap,30/11/2023,0.97809625,1
"Aplikasinya lambat bangt, stlah updtae",3,0,aplikasi lambat banget stlah updtae,21/11/2023,0.004869564,0
"ini gmn sih,,,password kadaluarsa,giliran diganti"" sampai capek bilang udah pernah dipake,,,,aneh ini aplikasi,sampai tak cantumkan nama istri buat password aja katanya udah pernah dipake,,,,,,ini gmn sih maksudnya????",1,0,ini bagaimana sih password kadaluarsa gilir ganti sampai capek bilang sudah pernah pakai aneh ini aplikasi sampai tak cantum nama istri buat password saja kata sudah pernah pakai ini bagaimana sih maksud ,20/11/2023,0.001882201,0
