content,score,label,preprocessed_content
Keliling grapari ga dapet apa2 di aplikasi juga ga dapet asem banget poinnya ga kepake,1,0,keliling grapari enggak dapat apa di aplikasi juga enggak dapat asem banget poin enggak kepake
Aplikasi gak jelas,1,0,aplikasi enggak jelas
TOP Lah,5,1,top lah
Habis update GK bisa di buka! Tolong di perbaiki lgi appsnya,2,0,habis update enggak bisa di buka tolong di baik lagi appsnya
Bagus,5,1,bagus
Sinyal sering ilang. Kecewa,1,0,sinyal sering hilang kecewa
Keren,5,1,keren
Aplikasi yang sangat membantu dan memudahkan informasi layanan IndiHome-nya,4,1,aplikasi yang sangat bantu dan mudah informasi layan indihome nya
Sinyal ngadat terus lancar cuma setelah dibayar 👎👎👎👎👎👎,1,0,sinyal ngadat terus lancar cuma telah bayar 
Aplikasinya ringan. Sangat membantu ngontrol pemakaian kuota terpakai. Melapor jika ada gangguan IndiHome juga mudah di aplikasi ini. Langsung Bintang 5,5,1,aplikasi ringan sangat bantu ngontrol pakai kuota pakai lapor jika ada ganggu indihome juga mudah di aplikasi ini langsung bintang 
"Aplikasi myIndihome lemot, UI berat, susah login, aplikasi sering logout sendiri. Login pakai jaringan wifi indihome aplikasi tidak respon(lemot) harus pakai jaringan data seluler. Aplikasi sekelas provider BUMN pakai aplikasi sampah banyak bug. Router ZTE F609I tidak bisa login super admin akhir-akhir ini sudah dari tahun lalu",1,0,aplikasi myindihome lemot ui berat susah login aplikasi sering logout sendiri login pakai jaring wifi indihome aplikasi tidak respon lot harus pakai jaring data seluler aplikasi kelas provider bumn pakai aplikasi sampah banyak bug router zte di tidak bisa login super admin akhir akhir ini sudah dari tahun lalu
susah masuk lagi aplikasi.,1,0,susah masuk lagi aplikasi 
"Aplikasi force close, coba di bersihkan data cache tetap sama. Tolong ditingkatkan agar aplikasi lebih bagus bukan lebih buruk",2,0,aplikasi force close coba di sih data cache tetap sama tolong tingkat agar aplikasi lebih bagus bukan lebih buruk
"Tolong Diperbaiki Untuk Memuat Halaman Awal, Lemot Banget. Terima Kasih.",5,0,tolong baik untuk muat halaman awal lemot banget terima kasih 
"Harga naik tanpa Konfirmasi, saat di datangi otlet petugas seakan tidak tau, seharusnya tau karena ada data sebelumnya. Internet stabil",2,0,harga naik tanpa konfirmasi saat di datang otlet tugas akan tidak tau harus tau karena ada data belum internet stabil
Okokok,5,1,okokok
"Logout sendiri ga jelas, giliran login lagi kadang buffring terus",1,0,logout sendiri enggak jelas gilir login lagi kadang buffring terus
"Sangat memuaskan dan sangat berarti untuk menjadi media sebagai jembatan informasi lebih cepat untuk diketahui, terimakasih banyak.",5,1,sangat muas dan sangat arti untuk jadi media bagai jembatan informasi lebih cepat untuk tahu terimakasih banyak 
,5,1,nan
Internet nya kadang ngelak,5,1,internet nya kadang ngelak
"App tdk bermutu !!! Selalu tidak bisa login, muat ulang terus ribuan kali",1,0,ap tidak mutu selalu tidak bisa login muat ulang terus ribu kali
Tiap mau bikin oengaduan krn sinyal loss malah force close terosss.. Hadehh,1,0,tiap mau bikin oengaduan karena sinyal los malah force close ros hadeh
"Aplikasi buruk sekali. Loading nya lambat, mau sering maintenance di fitur tertentu",1,0,aplikasi buruk sekali loading nya lambat mau sering maintenance di fitur tentu
"Gagal pemasangan dengan alasan kejauhan padahal jarak box opd dengan rumah tidak jauh, terlalu parah akal-akalan sales & teknisi indihome yg mempersulit calon pelanggan yg daftar secara mandiri melalui websitenya langsung!!!",1,0,gagal pasang dengan alas jauh padahal jarak box opd dengan rumah tidak jauh terlalu parah akal akal sales teknisi indihome yang sulit calon langgan yang daftar cara mandiri lalu websitenya langsung 
Oke,5,1,oke
"Sudah lebih baik dari sebelumnya, pelayanan sudah cepat",5,1,sudah lebih baik dari belum layan sudah cepat
mantap,5,1,mantap
Jaringan tv saya udah di bayar tapi masih terisolir pelayanan nya jelek sekarang,1,0,jaring tv saya sudah di bayar tapi masih isolir layan nya jelek sekarang
"Sejauh ini puas pake indihome, karena bisa di bilang jarang gangguan. Adapun terjadi gangguan cepat tanggap untuk penanganannya. Dan selalu dapet informasi apapun. Tidak yg tiba"" ada kenaikan biaya tanpa ada pemberitahuan dan penjelasan. (Kaya profidder sebelah).. hehehe",5,1,jauh ini puas pakai indihome karena bisa di bilang jarang ganggu adapun jadi ganggu cepat tanggap untuk tangan dan selalu dapat informasi apa tidak yang tiba ada naik biaya tanpa ada pemberitahuan dan jelas kayak profidder belah hehehe
Pelayanan lama. Teknisi dari hari sabtu blg mau kesini tapi ga kesini2.,1,0,layan lama teknisi dari hari sabtu bilang mau kesini tapi enggak kesini 
Mantap,5,1,mantap
Skip!!! Uninstall,1,0,skip uninstal
Turunkan tarif internet,5,0,turun tarif internet
Mantap,5,1,mantap
"Indihome kenapa yaaa selalu ga bisaa bener, good service tuh susah banget didapet, sampe sekarang sayaa ga bisa dapet koneksi internet wifi ga optimal, PON ngedip merah terus. Padahal sayaa payment tagihan ga pernah telat, ni gimana solusinya!?",1,0,indihome kenapa ya selalu enggak bisa benar good service tuh susah banget dapat sampai sekarang saya enggak bisa dapat koneksi internet wifi enggak optimal pon ngedip merah terus padahal saya payment tagih enggak pernah telat nih bagaimana solusi 
jelek wifi nya lag lag kan,1,0,jelek wifi nya lag lag kan
Tidak bagus aplikasinya pak. Mohon diperbaiki.,1,0,tidak bagus aplikasi pak mohon baik 
"Halo team validasi, saya ainol hasan ingin mengajukan pemasangan internet. Terimakasih",5,1,halo team validasi saya ainol hasan ingin aju pasang internet terimakasih
Nice,5,1,nice
Sangat membantu,5,1,sangat bantu
BUMN aplikasi nya kok kaya gini ? Kan sdh gabung sama Telkomsel. Setiap update pasti harus ganti password login 🤦🏻,1,0,bumn aplikasi nya kok kayak begini kan sudah gabung sama telkomsel tiap update pasti harus ganti password login 
Layanan tidak memuaskan percuma adakan jadwal perbaikan dan memilih jam dan tanggal perbaikan jika perbaikan sebenernya besoknya!!! #percuma laporan jika tidak sesuai tanggal dan jam yang tertera di aplikasi!!!!,1,0,layan tidak muas percuma adakan jadwal baik dan pilih jam dan tanggal baik jika baik benar besok percuma lapor jika tidak sesuai tanggal dan jam yang tera di aplikasi 
"Aplikasinya lemot, mau cek apa² kelamaan trs setiap masuk aplikasi harus masuk berulang² dan ganti password terus jadi males",1,0,aplikasi lemot mau cek apa lama terus tiap masuk aplikasi harus masuk ulang dan ganti password terus jadi malas
"ini aplikasi yg paling lemot banget, terkadang klau di buka loading nya lama amat dan itupun kadang disuruh login lagi, ini kenapa sih sekelas Indihome aja enggak becus dalam memberi layanan kenyamanan. tolong diperbaharui nih aplikasinya, orang tambah lama tambah cepat jangan tambah lama tambah lemot",2,0,ini aplikasi yang paling lemot banget terkadang kalau di buka loading nya lama amat dan itu kadang suruh login lagi ini kenapa sih kelas indihome saja enggak becus dalam beri layan nyaman tolong baharu nih aplikasi orang tambah lama tambah cepat jangan tambah lama tambah lemot
"IndiHome Jaringan stabil, teknisi nya gercep walau ada FUP",5,1,indihome jaring stabil teknisi nya gercep walau ada fup
"Cepat penanganan gangguannya ,,",5,1,cepat tangan ganggu 
Baik,4,1,baik
Aplikasi tidak bisa dibuka,1,0,aplikasi tidak bisa buka
bagus,4,1,bagus
"Aplikasinya lambat bangt, stlah updtae",3,0,aplikasi lambat banget stlah updtae
Masih ada beberapa yg harus diperbaiki terutama dlm hal bug nya. Terima kasih,4,1,masih ada beberapa yang harus baik utama dalam hal bug nya terima kasih
kalau bisa jangan terlalu banyak gangguan jadi lelet internetnya,5,0,kalau bisa jangan terlalu banyak ganggu jadi lelet internetnya
The best lah,5,1,the best lah
"Banyak lemotnya,klo renew fup mahal",1,0,banyak lot kalo renew fup mahal
Tutup aja aplikasi nya sangat berat. Internet lancar buka aplikasi nya malah gk kuat 🤣🤣🤣🤣🤣,1,0,tutup saja aplikasi nya sangat berat internet lancar buka aplikasi nya malah enggak kuat 
Tingkatkan selalu aplikasi nya developer 👍,5,1,tingkat selalu aplikasi nya developer 
"Selalu bermasalah, mau pengaduan layanan nuga betmasalah teru, apknya kuar"" sendiri jadi harus login ulang. Giliran login lgi malah error gajelass",1,0,selalu masalah mau adu layan nuga betmasalah terus apknya kuar sendiri jadi harus login ulang gilir login lagi malah error gajelas
"Makin lama makin lemot tiap diatas jam 10 malam sering mati jadi cctv ku gak bisa merekam lama2 beralih ke jaringan lain lebih baik. bayar mahal,hasil gak ada.",1,0,makin lama makin lemot tiap atas jam malam sering mati jadi cctv ku enggak bisa rekam lama alih ke jaring lain lebih baik bayar mahal hasil enggak ada 
Bayar mahal jaringan ke koclok promo bejibun tetep lag kocakkk anehh jaringan labil,1,0,bayar mahal jaring ke koclok promo bejibun tetap lag kocak aneh jaring labil
susah untuk d gunakan mau lapaoran aja muter terus,1,0,susah untuk di guna mau lapaoran saja muter terus
Cukup bintang yg menjelaskan.,1,0,cukup bintang yang jelas 
Harga doang mkin mhal wkwk sinyal urusin tu bos abis ujan ngilang kaga jelas wkwk,1,0,harga doang makin mhal wkwk sinyal urus itu bos habis ujan hilang kagak jelas wkwk
Sangat puad,5,1,sangat puad
Aplikasi sampah,1,0,aplikasi sampah
Mantab jiwa,5,1,mantab jiwa
Cukup memuaskan pelanggan,5,1,cukup muas langgan
Banyak bug nya,3,0,banyak bug nya
Membantu untuk mencari promo maupun melihat biaya perbulan,5,1,bantu untuk cari promo maupun lihat biaya bulan
"Aplikasi perlu ditingkatkan, untuk proses penukaran voucher dari point' yang diperoleh saat lamban dan sering eror",3,0,aplikasi perlu tingkat untuk proses tukar voucher dari point yang oleh saat lamban dan sering eror
baik sekali,5,1,baik sekali
Kalau ada 0 dari 5 gua kaish 0 Dari 5 sumpah Taiii...!!!!!!,1,0,kalau ada dari gua kaish dari sumpah tai 
"Aplikasi ini sangat membantu. Dua kali terjadi kendala, tapi langsung dapat penanganan yg cepat. Good.",5,1,aplikasi ini sangat bantu dua kali jadi kendala tapi langsung dapat tangan yang cepat good 
Mantap,5,1,mantap
Mantap👍👍👍,5,1,mantap
Jaringanya sangt bagus Mantabb👍👍,5,1,jaringanya sangat bagus mantab
Sangat puas,5,1,sangat puas
sangat puas,5,1,sangat puas
Selama berlangganan Alhamdulillah selama ada gangguan gercep,5,1,lama langgan alhamdulillah lama ada ganggu gercep
Sangat puas,5,1,sangat puas
Fast respon,5,1,fast respon
"Sudah cukup baik, namun ada beberapa kendala seperti lamanya respon aplikasi padahal jaringan internet bisa digunakan di aplikasi lain, eror saat speed test, dsb.",5,1,sudah cukup baik namun ada beberapa kendala seperti lama respon aplikasi padahal jaring internet bisa guna di aplikasi lain eror saat speed test dsb 
oke👍,5,1,oke
"Setelah update aplikasi malah sering error, gak bisa kebuka. Uninstall dan install lagi juga sama",3,0,telah update aplikasi malah sering error enggak bisa buka uninstal dan instal lagi juga sama
"Tambahan: thn 2024, point hangus sdh nol, di akherat aja ya. ini Nov 2023 : Aplikasinya perbaiki, sdh sebulan dalam perbaikan dan trouble tdk.bisa tukar poin hangus kadaluarsa. hadeeeuuhh sekelas telkom aplikasi masih begini.... emang bolleeh!!! 🤣🤣🤣🤣🤣",1,0,tambah tahun point hangus sudah nol di akherat saja ya ini nov  aplikasi baik sudah bulan dalam baik dan trouble tidak bisa tukar poin hangus kadaluarsa hadeeeuuh kelas telkom aplikasi masih begini memang bolleeh 
bagus.. sangat membantu,5,1,bagus sangat bantu
Ok,5,1,ok
Good jobz,5,1,good jobz
Intrnet Stabil dan jika ada gangguan cepat dalam penanganan,5,1,intrnet stabil dan jika ada ganggu cepat dalam tangan
"Aplikasi susah di akses selalu gangguan seperti prodaknya jaringan,tidak bisa login sungguh aplikasi paling super buruk,di komplen saling lempar tanggung jawab,suruh hub sana sini sana sini,ujung ujungnya cuma di puter puterin tidak ada penanganan yang serius,BUMN koh layananya koh tidak jelas,yang negara di buang buang tidak jelas untuk bayar gajih kalian",1,0,aplikasi susah di akses selalu ganggu seperti produk jaring tidak bisa login sungguh aplikasi paling super buruk di komplen saling lempar tanggung jawab suruh hubung sana sini sana sini ujung ujung cuma di puter puterin tidak ada tangan yang serius bumn koh layananya koh tidak jelas yang negara di buang buang tidak jelas untuk bayar gajih kalian
"g jelas, tidak menjadi jalan alternatif",1,0,enggak jelas tidak jadi jalan alternatif
Lelet banget apknya,2,0,lelet banget apknya
Senang aja,5,1,senang saja
Lambat sekali untuk pelayanan nya... Daftar sudah 4 hari belum ada pelayanan sama sekali,1,0,lambat sekali untuk layan nya daftar sudah hari belum ada layan sama sekali
Sudah lumayan mantap. Hanya belum menyediajan chanel Tv yang menyiarkan Tenis Australia Open.,4,1,sudah lumayan mantap hanya belum menyediajan chanel tv yang siar tenis australia open 
Aplikasi ini sangat sangat Bagus.. memudahkan kita bila ada gangguan wifi kita..,5,1,aplikasi ini sangat sangat bagus mudah kita bila ada ganggu wifi kita 
"mantap,",5,1,mantap 
Aplikasi IndiHome dari sisi responsif masih belum nyaman dipakai karena berasa berat.. Semoga ada perbaikan,2,0,aplikasi indihome dari sisi responsif masih belum nyaman pakai karena asa berat moga ada baik
"Selama ini pake indohome,bagus, layanan gangguan cepat teratasi 👍, cuma aplikasi indihomenya error mulu 🤭",5,1,lama ini pakai indohome bagus layan ganggu cepat atas cuma aplikasi indihomenya error mulu 
"Lumayan stabil dan jarang ganguan,tapi sayang ada fup nya",4,1,lumayan stabil dan jarang ganguan tapi sayang ada fup nya
Sangat efisien,5,1,sangat efisien
Mau sampai ganti iphone 15 promax jg ga bisa lapor internet error..sudah datang petugasnya paling 3 hari aja baiknya..di tanya kenapa ke petugasnya bilang..wah ada petugas lain yg sembarangan cabut main pemasangan baru jd yg ada terganggu..wah mantap 😁,1,0,mau sampai ganti iphone promax juga enggak bisa lapor internet error sudah datang tugas paling hari saja baik di tanya kenapa ke tugas bilang wah ada tugas lain yang sembarang cabut main pasang baru jadi yang ada ganggu wah mantap 
Keren,5,1,keren
Top,5,1,top
Sangat membantu,5,1,sangat bantu
"Ditingkatkan terus informasi, promo & pelayanannya",3,0,tingkat terus informasi promo layan
Ok,4,1,ok
Paket 50 mbps speed download 50mbps tapi speed upload nya gak sampai 20 mbps 😔,3,0,paket mbps speed download mbps tapi speed upload nya enggak sampai mbps 
Mantap,5,1,mantap
mantap,5,1,mantap
"Aplikasi dungu tidak bisa tukar poin, tulisannya ganggu terus😂😅",1,0,aplikasi dungu tidak bisa tukar poin tulis ganggu terus
"Dengan adanya pembaruan dari apk indihome memudahkan konsumen utk mengecek tagihan, pengaduan perihal terhadap gangguan indihome, serta bisa mendapatkan promo2 terbaik di apk nya.",5,1,dengan ada baru dari apk indihome mudah konsumen untuk ecek tagih adu perihal hadap ganggu indihome serta bisa dapat promo baik di apk nya 
Aplikasi ga guna mau cek point gabisa bisa kaya sengaja biar kaga nuker point . Jaringan juga lemot banget . Bayar mahal tapi jaringan internet murahan,1,0,aplikasi enggak guna mau cek point enggak bisa bisa kayak sengaja biar kagak nuker point jaring juga lemot banget bayar mahal tapi jaring internet murah
Best,5,1,best
Percuma ngambil 40mbps tp sering trouble...,1,0,percuma ngambil mbps tapi sering trouble 
good,5,1,good
Kecepatan mbps kurang stabil,4,1,cepat mbps kurang stabil
Pelayanmu gini amat untuk sekelas BUMN ! Kami mau pindah lokasi pemasangan harus lengkapi berkas yang udah kayak mau minjam ke bank ! Kami mau pasang baru dari Jumat sampai Rabu ini belum ada tindakan apapun ! Tolong diperbaiki pelayanannya !,1,0,layan begini amat untuk kelas bumn kami mau pindah lokasi pasang harus lengkap berkas yang sudah kayak mau minjam ke bank kami mau pasang baru dari jumat sampai rabu ini belum ada tindak apa tolong baik layan 
Kecepatan internet yang baik,5,1,cepat internet yang baik
"Uyyy apl nya ngebug mulu, mau liat tagihan Ampe ga bisa ?? Kalah apl ini sama apl pinjol payah. Tolong lah perbaiki masalah sepele begini.",1,0,uy apl nya ngebug mulu mau lihat tagih sampai enggak bisa kalah apl ini sama apl pinjol payah tolong lah baik masalah sepele begini 
"aplikasi bagus, memudahkan monitoring penggunaan internet l",4,1,aplikasi bagus mudah monitoring guna internet l
Woke,5,1,woke
"Rincian/Detil atas Tagihan Bulanan tidak ada lagi di Aplikasi MyIndihome atau MyTelkomsel. Sebelumnya bisa melihat detil nya secara lengkap. Sehingga bila ada tagihan membengkak, bisa tahu penyebabnya.",1,0,rincian detil atas tagih bulan tidak ada lagi di aplikasi myindihome atau mytelkomsel belum bisa lihat detil nya cara lengkap sehingga bila ada tagih bengkak bisa tahu sebab 
Lelet aplikasi nya setiap tampilan fhoto lama buka nya,3,0,lelet aplikasi nya tiap tampil foto lama buka nya
"Saya sudah bayar, tapi malah di isolir, mohon perbaiki min, apk juga tidak bisa dibuka",1,0,saya sudah bayar tapi malah di isolir mohon baik min apk juga tidak bisa buka
